p,h,output,model
You see a glass cup (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in bedroom,0,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the bathroom.,you are in bathroom,0,MoritzLaurer/MiniLM-L6-mnli
"You see a bathtub, which is turned off. In the bathtub is: nothing.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a drawing,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass cup (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a toilet. In the toilet is: A drain, which is open, a substance called water.",you are in bathroom,0,MoritzLaurer/MiniLM-L6-mnli
A door to the kitchen (that is open),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the kitchen.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a chair. On the chair is: nothing.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a counter. On the counter is: a bowl (containing a red apple, a banana, an orange, a potato), a drawer.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a cupboard. The cupboard door is closed.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a freezer. The freezer door is closed.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a fridge. The fridge door is closed.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a glass jar (containing a substance called sodium chloride),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a lighter,you are in living room,1,MoritzLaurer/MiniLM-L6-mnli
"You see a oven, which is turned off. The oven door is closed.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a painting,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called soap,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a stopwatch, which is deactivated.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a stove, which is turned off. On the stove is: nothing.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a glass cup (containing nothing).,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the bathroom (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
"You see a thermometer, currently reading a temperature of 10 degrees celsius",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in greenhouse,0,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the greenhouse.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a bee hive. The bee hive door is closed.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 1 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 3 (containing a banana tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a peach tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a apple tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 8 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a jug (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a shovel,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"In your inventory, you see: an orange a thermometer, currently reading a temperature of 10 degrees celsius ",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in greenhouse,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in living room,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in workshop,0,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in foundry,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the workshop.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green wire, a orange wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a ultra low temperature freezer. The ultra low temperature freezer door is closed.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in bedroom,0,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in living room,0,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
This room is called the living room.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a couch. On the couch is: a white pillow.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a desk. On the desk is: a drawer.,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in greenhouse,0,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a baby wolf,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a substance called wood,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the foundry (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
A door to the greenhouse (that is open),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
This outside location is called the outside.,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see an axe,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a frog egg,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a fire pit (containing nothing),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a fountain (containing nothing),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see the ground,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a turtle egg,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
